8259801 | 2-Karate   |    0 | $4070.05  
7984475 | 2-Karate   |    0 | $7894.38  
1382447 | 1-Basquet  |    0 | $3921.68  
8751778 | 2-Karate   |    0 | $4027.12  
4359096 | 3-Futbol   |    0 | $4852.12  
7242271 | 2-Karate   |    0 | $4040.94  
3550808 | 1-Basquet  |    0 | $5448.24  
6701913 | 3-Futbol   |    0 | $4688.84  
8215016 | 1-Basquet  |    0 | $3613.27  
1493964 | 4-Patin    |    0 | $7804.93  
4660368 | 4-Patin    |    0 | $7865.50  
9750723 | 3-Futbol   |    0 | $5475.68  
9542084 | 1-Basquet  |    0 | $3098.15  
7953610 | 2-Karate   |    0 | $6358.16  
4259719 | 4-Patin    |    0 | $3216.65  
1820617 | 3-Futbol   |    0 | $3040.53  
29283  | 4-Patin    |    0 | $5875.61  
2140982 | 4-Patin    |    0 | $7713.05  
7991088 | 4-Patin    |    0 | $4053.07  
6857427 | 3-Futbol   |    0 | $7898.11  
7927252 | 4-Patin    |    0 | $3781.53  
7293634 | 2-Karate   |    0 | $7829.11  
8409484 | 4-Patin    |    0 | $5304.96  
924653 | 2-Karate   |    0 | $7219.92  
7536310 | 2-Karate   |    0 | $7745.78  
6061934 | 2-Karate   |    0 | $5808.60  
5589806 | 3-Futbol   |    0 | $5441.13  
1717412 | 4-Patin    |    0 | $3073.19  
7596599 | 1-Basquet  |    0 | $6392.92  
9937482 | 1-Basquet  |    0 | $4049.86  
3682105 | 4-Patin    |    0 | $4656.97  
3851888 | 2-Karate   |    0 | $5943.96  
9671556 | 3-Futbol   |    0 | $4288.18  
3598278 | 4-Patin    |    0 | $3917.28  
9954367 | 1-Basquet  |    0 | $6977.67  
9248713 | 2-Karate   |    0 | $5408.69  
8029455 | 4-Patin    |    0 | $6431.44  
8647655 | 4-Patin    |    0 | $7047.48  
8320112 | 1-Basquet  |    0 | $6462.10  
7756920 | 4-Patin    |    0 | $2739.00  
9775891 | 3-Futbol   |    0 | $6106.72  
3613210 | 1-Basquet  |    0 | $7223.29  
6028648 | 1-Basquet  |    0 | $3429.04  
8283742 | 1-Basquet  |    0 | $7576.00  
5014775 | 4-Patin    |    0 | $2949.14  
9941640 | 2-Karate   |    0 | $3746.14  
5483299 | 3-Futbol   |    0 | $7545.62  
6995058 | 2-Karate   |    0 | $4865.06  
2199593 | 3-Futbol   |    0 | $6265.49  
7492278 | 4-Patin    |    0 | $5937.09  
5602853 | 2-Karate   |    0 | $3946.49  
94655  | 4-Patin    |    0 | $4349.62  
2531195 | 1-Basquet  |    0 | $7830.99  
1264750 | 1-Basquet  |    0 | $6101.00  
2781224 | 2-Karate   |    0 | $6102.05  
3670704 | 2-Karate   |    0 | $3640.04  
2384214 | 4-Patin    |    0 | $7255.72  
8734019 | 1-Basquet  |    0 | $5873.85  
1941108 | 4-Patin    |    0 | $7530.70  
6228954 | 1-Basquet  |    0 | $7985.31  
6913684 | 1-Basquet  |    0 | $6215.58  
307974 | 1-Basquet  |    0 | $4379.27  
1251735 | 4-Patin    |    0 | $5654.74  
3592231 | 4-Patin    |    0 | $5483.28  
5603681 | 1-Basquet  |    0 | $3396.87  
3926864 | 2-Karate   |    0 | $4520.12  
1286554 | 3-Futbol   |    0 | $3856.15  
8268039 | 2-Karate   |    0 | $4549.29  
1334044 | 2-Karate   |    0 | $5426.53  
5410381 | 2-Karate   |    0 | $4005.05  
6697994 | 4-Patin    |    0 | $5116.12  
8912628 | 1-Basquet  |    0 | $3742.78  
6010222 | 1-Basquet  |    0 | $5995.99  
910023 | 1-Basquet  |    0 | $5843.78  
5049080 | 1-Basquet  |    0 | $7064.55  
9890665 | 4-Patin    |    0 | $6088.17  
4219260 | 2-Karate   |    0 | $6449.10  
2220463 | 3-Futbol   |    0 | $7254.79  
7277504 | 2-Karate   |    0 | $4334.22  
1930959 | 1-Basquet  |    0 | $4533.26  
3967406 | 1-Basquet  |    0 | $2857.85  
5940594 | 4-Patin    |    0 | $5135.77  
5990648 | 4-Patin    |    0 | $3394.11  
2718594 | 1-Basquet  |    0 | $6371.97  
3956909 | 4-Patin    |    0 | $7403.99  
4350590 | 3-Futbol   |    0 | $5083.05  
7557385 | 1-Basquet  |    0 | $5503.54  
1185415 | 2-Karate   |    0 | $5363.65  
1129352 | 2-Karate   |    0 | $7332.32  
1937330 | 1-Basquet  |    0 | $5991.58  
1265640 | 4-Patin    |    0 | $5945.66  
8210928 | 3-Futbol   |    0 | $6106.11  
6310946 | 1-Basquet  |    0 | $4049.78  
1197840 | 4-Patin    |    0 | $2966.64  
